,seconds,alg
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_4\events.out.tfevents,124.974393,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_5\events.out.tfevents,124.650694,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_6\events.out.tfevents,124.738976,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_7\events.out.tfevents,125.927746,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_8\events.out.tfevents,124.205138,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_9\events.out.tfevents,124.053671,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_1\events.out.tfevents,52.487284,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_10\events.out.tfevents,52.533987,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_2\events.out.tfevents,53.310479,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_3\events.out.tfevents,52.65807,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_4\events.out.tfevents,52.279812,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_5\events.out.tfevents,53.547188,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_6\events.out.tfevents,52.888788,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_7\events.out.tfevents,52.906166,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_8\events.out.tfevents,52.444113,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_9\events.out.tfevents,52.936718,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_1\events.out.tfevents,126.573667,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_10\events.out.tfevents,129.074409,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_2\events.out.tfevents,132.618637,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_3\events.out.tfevents,128.954565,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_4\events.out.tfevents,127.656097,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_5\events.out.tfevents,132.84405,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_6\events.out.tfevents,130.774457,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_7\events.out.tfevents,130.944702,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_8\events.out.tfevents,128.882127,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_9\events.out.tfevents,129.579872,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_1\events.out.tfevents,52.023887,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_10\events.out.tfevents,59.190021,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_2\events.out.tfevents,51.943735,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_3\events.out.tfevents,51.930337,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_4\events.out.tfevents,51.904568,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_5\events.out.tfevents,51.453449,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_6\events.out.tfevents,51.748626,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_7\events.out.tfevents,51.867892,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_8\events.out.tfevents,51.567371,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_9\events.out.tfevents,51.414738,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_1\events.out.tfevents,129.840271,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_10\events.out.tfevents,156.448797,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_2\events.out.tfevents,130.863129,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_3\events.out.tfevents,131.339214,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_4\events.out.tfevents,131.324305,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_5\events.out.tfevents,130.713498,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_6\events.out.tfevents,131.18,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_7\events.out.tfevents,132.049591,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_8\events.out.tfevents,130.358888,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_9\events.out.tfevents,130.623902,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_1\events.out.tfevents,56.460795,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_10\events.out.tfevents,56.838875,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_2\events.out.tfevents,57.574985,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_3\events.out.tfevents,57.098543,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_4\events.out.tfevents,56.907089,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_5\events.out.tfevents,57.953814,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_6\events.out.tfevents,57.12634,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_7\events.out.tfevents,57.661857,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_8\events.out.tfevents,56.746844,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_9\events.out.tfevents,57.52197,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_1\events.out.tfevents,132.723062,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_10\events.out.tfevents,136.262366,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_2\events.out.tfevents,138.200686,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_3\events.out.tfevents,135.67038,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_4\events.out.tfevents,134.238509,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_5\events.out.tfevents,139.640642,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_6\events.out.tfevents,136.135698,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_7\events.out.tfevents,137.153944,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_8\events.out.tfevents,135.391864,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_9\events.out.tfevents,135.977127,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_1\events.out.tfevents,55.063175,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_10\events.out.tfevents,62.20253,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_2\events.out.tfevents,54.333547,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_3\events.out.tfevents,55.150455,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_4\events.out.tfevents,55.2559,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_5\events.out.tfevents,54.243083,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_6\events.out.tfevents,54.882835,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_7\events.out.tfevents,55.036762,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_8\events.out.tfevents,54.182659,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_9\events.out.tfevents,54.848625,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_1\events.out.tfevents,133.19267,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_10\events.out.tfevents,161.7668,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_2\events.out.tfevents,136.659287,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_3\events.out.tfevents,136.633184,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_4\events.out.tfevents,136.367948,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_5\events.out.tfevents,136.682161,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_6\events.out.tfevents,136.046492,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_7\events.out.tfevents,138.712935,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_8\events.out.tfevents,135.983166,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_9\events.out.tfevents,135.876627,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_1\events.out.tfevents,60.48918,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_10\events.out.tfevents,61.047339,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_2\events.out.tfevents,61.896049,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_3\events.out.tfevents,60.836317,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_4\events.out.tfevents,60.706565,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_5\events.out.tfevents,61.693123,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_6\events.out.tfevents,61.343454,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_7\events.out.tfevents,62.128888,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_8\events.out.tfevents,60.696908,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_9\events.out.tfevents,61.55605,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_1\events.out.tfevents,139.438926,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_10\events.out.tfevents,143.396595,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_2\events.out.tfevents,146.865816,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_3\events.out.tfevents,143.448261,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_4\events.out.tfevents,142.427678,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_5\events.out.tfevents,146.750534,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_6\events.out.tfevents,143.739111,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_7\events.out.tfevents,145.027556,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_8\events.out.tfevents,143.445108,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_9\events.out.tfevents,143.428497,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_1\events.out.tfevents,54.022505,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_10\events.out.tfevents,61.907304,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_2\events.out.tfevents,53.648973,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_3\events.out.tfevents,54.033613,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_4\events.out.tfevents,54.238286,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_5\events.out.tfevents,53.408292,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_6\events.out.tfevents,53.800385,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_7\events.out.tfevents,53.965438,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_8\events.out.tfevents,54.23442,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_9\events.out.tfevents,53.798331,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_1\events.out.tfevents,133.34398,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_10\events.out.tfevents,161.446528,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_2\events.out.tfevents,135.565028,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_3\events.out.tfevents,135.137257,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_4\events.out.tfevents,135.257246,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_5\events.out.tfevents,134.757275,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_6\events.out.tfevents,134.48998,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_7\events.out.tfevents,136.425998,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_8\events.out.tfevents,134.845747,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_9\events.out.tfevents,134.493206,PPO
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_1\events.out.tfevents,59.619185,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_10\events.out.tfevents,59.378191,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_2\events.out.tfevents,60.468428,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_3\events.out.tfevents,59.634031,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_4\events.out.tfevents,59.467689,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_5\events.out.tfevents,61.521538,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_6\events.out.tfevents,59.761327,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_7\events.out.tfevents,60.292459,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_8\events.out.tfevents,59.521086,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_9\events.out.tfevents,59.904071,A2C
src/main/rl/logs\scenario3\training_04_06\scenario3_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_1\events.out.tfevents,138.497715,PPO
