,full_path,combination,scenario,alg,action_wrapper,obs_wrapper,automation_wrapper,cum_reward,criticality_score_single,criticality_score_combined,total_timesteps
2237,src/main/rl/models\scenario3\training_04_06\scenario3_None_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_7\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,216.92497,0.06337726944934481,101.32188330329626,250
2238,src/main/rl/models\scenario3\training_04_06\scenario3_None_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_8\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,199.54211,0.12122917629465188,105.41475457670687,250
2239,src/main/rl/models\scenario3\training_04_06\scenario3_None_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_9\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,207.74446,0.06438072473688532,104.03120631336041,250
2240,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_1\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,,16.738571,0.0,8.196599798443765,75
2241,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_10\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,,17.074286,0.0,6.295106684558952,75
2242,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_2\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,,17.719994,0.0,44.836354510460986,129
2243,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_3\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,,16.57143,0.0,8.166364355920088,74
2244,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_4\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,,18.851435,0.0,37.22037243757081,155
2245,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_5\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,,18.264292,0.0,61.65984774320322,159
2246,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_6\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,,17.432861,0.0,52.667131291799386,135
2247,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_7\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,,16.91714,0.0,35.97369410388461,111
2248,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_8\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,,15.94429,0.0,24.27239083433811,82
2249,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_9\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,,16.807152,0.0,9.471163024178972,86
2250,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_1\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,,204.9785,0.061486410627803086,138.3045326925452,250
2251,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_10\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,,162.57945,0.0,115.49982141176935,200
2252,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_2\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,,122.21572,0.0,80.67927186459197,161
2253,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_3\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,,165.30884,0.0,118.72835080132158,219
2254,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_4\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,,173.68582,0.0,115.9474019017449,223
2255,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_5\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,,176.88443,0.0,137.01682634180852,246
2256,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_6\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,,150.74571,0.0,97.70119277663697,186
2257,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_7\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,,149.41289,0.0,98.8383251501226,193
2258,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_8\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,,164.36726,0.0,120.49659904463918,228
2259,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_9\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,,140.76996,0.0,107.6112531436983,193
2260,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_1\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,NPPAutomationWrapper,223.70676,0.0658170748062263,106.56586593562861,250
2261,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_10\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,NPPAutomationWrapper,229.64867,0.06594080847746371,112.90061697216235,250
2262,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_2\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,NPPAutomationWrapper,230.26141,0.0,111.34277832956462,250
2263,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_3\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,NPPAutomationWrapper,230.52751,0.1,111.89134294254376,250
2264,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_4\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,NPPAutomationWrapper,230.09904,0.19222701396463807,112.13384200019934,250
2265,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_5\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,NPPAutomationWrapper,233.11064,0.19222701396463807,121.6027165107254,250
2266,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_6\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,NPPAutomationWrapper,230.03326,0.05480444484110008,112.63588900137411,250
2267,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_7\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,NPPAutomationWrapper,231.09648,0.1,109.61483307055298,250
2268,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_8\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,NPPAutomationWrapper,231.367,0.19222701396463807,114.95423946808047,250
2269,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_9\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,NPPAutomationWrapper,229.38065,0.06594080847746371,111.70261278341854,250
2270,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_1\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,NPPAutomationWrapper,220.68045,0.18395428669191047,105.52745232517962,250
2271,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_10\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,NPPAutomationWrapper,222.25157,0.19222701396463807,128.50529058473884,250
2272,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_2\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,NPPAutomationWrapper,221.24338,0.1829406503282743,128.46499131762798,250
2273,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_3\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,NPPAutomationWrapper,220.74551,0.27399467217858997,150.00621649360127,250
2274,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_4\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,NPPAutomationWrapper,224.03859,0.18395428669191047,121.10210700629244,250
2275,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_5\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,NPPAutomationWrapper,218.37054,0.18060859445378769,128.70686115468692,250
2276,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_6\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,NPPAutomationWrapper,209.89893,0.2032997412373652,106.31717097400735,250
2277,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_7\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,NPPAutomationWrapper,222.78494,0.18175404899924222,124.68119567446524,250
2278,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_8\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,NPPAutomationWrapper,213.87013,0.18395428669191047,110.45119356545236,250
2279,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_9\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption2Wrapper,NPPAutomationWrapper,221.22307,0.2032997412373652,116.12540424658837,250
2280,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_1\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption3Wrapper,,236.58392,0.02940530334363261,125.31102890487524,250
2281,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_10\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption3Wrapper,,234.27496,0.10240236895412119,138.27150127838607,250
2282,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_2\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption3Wrapper,,47.070004,0.06586526487933746,121.42227260187256,250
2283,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_3\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption3Wrapper,,18.877163,0.0,67.62311175026004,178
2284,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_4\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption3Wrapper,,236.31624,0.04808145235016437,120.81961178187575,250
2285,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_5\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption3Wrapper,,236.77469,0.07583075932696189,137.7855050687067,250
2286,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_6\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption3Wrapper,,235.9143,0.009508577045451458,104.34917101368164,250
2287,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_7\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption3Wrapper,,17.031431,0.0,48.25513685542805,124
2288,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_8\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption3Wrapper,,50.32002,0.08576778362132059,119.96898168745055,250
2289,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_9\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario3,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption1Wrapper,ObservationOption3Wrapper,,18.40001,0.0,18.764867318365766,68
2290,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_1\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption3Wrapper,,157.59044,0.0,104.99202543100304,194
2291,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_10\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption3Wrapper,,111.151405,0.0,69.15555925339902,138
2292,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_2\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption3Wrapper,,225.57239,0.018143989923383556,135.15785625170602,250
2293,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_3\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption3Wrapper,,226.26775,0.2547737973834112,169.57783808140343,250
2294,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_4\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption3Wrapper,,200.74774,0.0,116.52039028875134,225
2295,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_5\best_model.zip,src/main/rl/models\scenario3\training_04_06\scenario3_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption1Wrapper,ObservationOption3Wrapper,,109.28999,0.0,83.45502578975659,152
